item_name,list_price,unit_cost,stock_code,vat_rate,supplier_code
FOUANTRE Smoked Chicken 3.5Kg,0,0,IF120,UK Zero Rate,S00-9
FOUANTRE Smoked Turkey 3.5Kg,0,0,IF119,UK Zero Rate,S00-9
Mortadella 3.5Kg approx.,0,0,IF115,UK Zero Rate,S00-9
Nile Perch Fillet 700g,13.5,0,DASK001,UK Zero Rate,S00-147
Pud Medium Blanched Shrimps 500g,8.19,0,DASK002,UK Zero Rate,S00-147
Fishsticks 250g,3.3,0,DASK003,UK Zero Rate,S00-147
Whole Red Mullet 700g,5.5,0,DASK004,UK Zero Rate,S00-147
Whole Cleaned Cuttlefish 700g,10.2,0,DASK005,UK Zero Rate,S00-147
Squid Whole Cutted 600g,7.7,0,DASK006,UK Zero Rate,S00-147
Octopus T5 Shrink 1.3-1.5Kg approx.,33.5,0,DASK007,UK Zero Rate,S00-147
Octopus T4 Shrink 1.6-1.9Kg approx.,39.5,0,DASK008,UK Zero Rate,S00-147
Cooked Mussels 500g,5.1,0,DASK009,UK Zero Rate,S00-147
Squid Rings 700g,6.89,0,DASK010,UK Zero Rate,S00-147
Yellowfin Sole Fillets 700g,8.7,0,DASK011,UK Zero Rate,S00-147
Apo Fillet Light Salted 700g,5.5,0,DASK012,UK Zero Rate,S00-147
Seafood Mix 500g,4.95,0,DASK013,UK Zero Rate,S00-147
Bikre goat /Kg (w),11,0,BI112,UK Zero Rate,S00-2
Bikre lamb/ Kg (w),11,0,BI113,UK Zero Rate,S00-2
Flaouna Cheese 1Kg,15.5,0,MAR003,UK Zero Rate,S00-50
Balsamic Vinegar in glass bottle 250ml,2.2,0,PAN001,UK Zero Rate,S00-152
Balsamic Vinegar Honey 250ml,3.49,0,PAN002,UK Zero Rate,S00-152
Balsamic Vinegar Fig 250ml,3.49,0,PAN003,UK Zero Rate,S00-152
Balsamic Vinegar Pomegranate 250ml,3.49,0,PAN004,UK Zero Rate,S00-152
Balsamic Cream 250ml,2.89,0,PAN005,UK Zero Rate,S00-152
Balsamic Cream White 250ml,2.89,0,PAN006,UK Zero Rate,S00-152
Balsamic Cream Pomegranate 250ml,3.59,0,PAN007,UK Zero Rate,S00-152
Balsamic Cream Fig 250ml,3.59,0,PAN008,UK Zero Rate,S00-152
Balsamic Cream Lemon-Orange 250ml,3.59,0,PAN009,UK Zero Rate,S00-152
Balsamic Cream Barbeque 250ml,3.19,0,PAN010,UK Zero Rate,S00-152
Balsamic Cream Honey 250ml,3.19,0,PAN011,UK Zero Rate,S00-152
Vinegar white Wine 350ml,1.2,0,PAN012,UK Zero Rate,S00-152
Vinegar Red Wine 350ml,1.2,0,PAN013,UK Zero Rate,S00-152
Vinegar White (grapes) 400ml,0.99,0,PAN014,UK Zero Rate,S00-152
Vinegar Apple 390ml,1.29,0,PAN015,UK Zero Rate,S00-152
Lemon Juice 400ml,1.19,0,PAN016,UK Zero Rate,S00-152
Lemon Cream 250ml,2.79,0,PAN017,UK Zero Rate,S00-152
Sausages with Leek by Maro 340g,4.6,0,IF145,UK Zero Rate,S00-9
Aubergine Paste 3 Kg,0,0,MAR020,UK Zero Rate,S00-50
KASSIDIS Chicken gyros 10Kg,0,0,KAS001,UK Zero Rate,S00-154
KASSIDIS Prebaked Chicken Gyros 1Kg,0,0,KAS002,UK Zero Rate,S00-154
KASSIDIS Prebaked Pork Gyros 1Kg,0,0,KAS003,UK Zero Rate,S00-154
KASSIDIS Prebaked Doner 1Kg,0,0,KAS004,UK Zero Rate,S00-154
KASSIDIS Chicken Gyros 15Kg,0,0,KAS005,UK Zero Rate,S00-154
KASSIDIS Gyros Pork Panseta 10Kg,0,0,KAS006,UK Zero Rate,S00-154
KASSIDIS Gyros Pork Panseta 15Kg,0,0,KAS007,UK Zero Rate,S00-154
KASSIDIS handmade marinated pork neck souvlaki 100g (Box of 5Kg),0,0,KAS008,UK Zero Rate,S00-154
KASSIDIS handmade marinated chicken breast souvlaki 100g (Box of 5Kg),0,0,KAS009,UK Zero Rate,S00-154
KASSIDIS handmade marinated lamb souvlaki 100g (Box of 2.5Kg),35.5,0,KAS010,UK Zero Rate,S00-154
KASSIDIS Kebab stuffed with cheese cream 100g (Box of 2.5Kg),23,0,KAS011,UK Zero Rate,S00-154
PINDOS Chicken Nuggets 1Kg,0,0,PIND001,UK Zero Rate,S00-155
PINDOS Chicken Gordon Bleu 1Kg,0,0,PIND002,UK Zero Rate,S00-155
PINDOS Chicken Fillets Pane 1Kg,0,0,PIND003,UK Zero Rate,S00-155
PINDOS Chicken Burger 1Kg,9.9,0,PIND004,UK Zero Rate,S00-155
PINDOS Chicken Drumsticks 1Kg,9.9,0,PIND005,UK Zero Rate,S00-155
PINDOS Chicken Meatballs 1Kg,9.9,0,PIND006,UK Zero Rate,S00-155
PINDOS Roasted Chicken Wings 1Kg,9.9,0,PIND007,UK Zero Rate,S00-155
PINDOS prebaked chicken gyros 1Kg,12,0,PIND009,UK Zero Rate,S00-155
PINDOS breast Fillet 1Kg,0,0,PIND010,UK Zero Rate,S00-155
PINDOS Chicken Gyros 10Kg,0,0,PIND011,UK Zero Rate,S00-155
PINDOS Chicken Gyros 15Kg,0,0,PIND012,UK Zero Rate,S00-155
PINDOS Chicken Gyros 20Kg,0,0,PIND013,UK Zero Rate,S00-155
KASSIDIS Pork Gyros 15Kg,0,0,KAS013,UK Zero Rate,S00-154
KASSIDIS Pork Gyros 10Kg,0,0,KAS014,UK Zero Rate,S00-154
Moussaka in ceramic pot 450g,7.9,0,EK001,UK Zero Rate,S00-153
Custom Clearance,0,0,CC001,UK Zero Rate,S00-149
Balsamic Vinegar in glass bottle 250ml (Box of 12),24.2,0,PAN001-12,UK Zero Rate,
Balsamic Vinegar Honey 250ml (Box of 12),38.39,0,PAN002-12,UK Zero Rate,
Balsamic Vinegar Fig 250ml (Box of 12),38.39,0,PAN003-12,UK Zero Rate,
Balsamic Vinegar Pomegranate 250ml (Box of 12),38.39,0,PAN004-12,UK Zero Rate,
Balsamic Cream 250ml (Box of 12),31.79,0,PAN005-12,UK Zero Rate,
Balsamic Cream White 250ml (Box of 12),31.79,0,PAN006-12,UK Zero Rate,
Balsamic Cream Pomegranate 250ml (Box of 12),39.49,0,PAN007-12,UK Zero Rate,
Balsamic Cream Fig 250ml (Box of 12),43.08,0,PAN008-12,UK Zero Rate,
Balsamic Cream Lemon-Orange 250ml (Box of 12),39.49,0,PAN009-12,UK Zero Rate,
Balsamic Cream Barbeque 250ml (Box of 12),35.09,0,PAN010-12,UK Zero Rate,
Balsamic Cream Honey 250ml (Box of 12),35.09,0,PAN011-12,UK Zero Rate,
Vinegar white Wine 350ml (Box of 30),34.8,0,PAN012-30,UK Zero Rate,
Vinegar Red Wine 350ml (Box of 30),0,0,PAN013-30,UK Zero Rate,
Vinegar White (grapes) 400ml (Box of 30),29.29,0,PAN014-30,UK Zero Rate,
Vinegar Apple 390ml (Box of 30),37.4,0,PAN015-30,UK Zero Rate,
Lemon Juice 400ml (Box of 30),34.5,0,PAN016-30,UK Zero Rate,
Lemon Cream 250ml (Box of 12),30.69,0,PAN017-12,UK Zero Rate,
White Cheese 4Kg,25,0,MAR021,UK Zero Rate,S00-50
Moussaka Vegan in ceramic pot 450g,7.9,0,EK002,UK Zero Rate,S00-153
Pastitsio in ceramic pot 450g,7.9,0,EK003,UK Zero Rate,S00-153
Giouvetsi in ceramic pot 450g,0,0,EK004,UK Zero Rate,S00-153
Keftedakia Vegan 1Kg,0,0,EK005,UK Zero Rate,S00-153
Falafel 500g,0,0,EK006,UK Zero Rate,S00-153
Plant-based Burger 500g,0,0,EK007,UK Zero Rate,S00-153
TZATZIKI 5Kg,21,0,GREAT24,UK Zero Rate,
PINDOS handmade marinated chicken breast souvlaki 100g-Hallal (Box of 5Kg),38.5,0,PIND014,UK Zero Rate,S00-155
PINDOS handmade marinated chicken thighs souvlaki 100g (Box of 5Kg),0,0,PIND015,UK Zero Rate,S00-155
Prince appetizer yoghurt 1Kg,3.5,0,KA024,UK Zero Rate,S00-8
Prince appetizer yoghurt 1Kg (Box of 6),17.5,0,KA024-6,UK Zero Rate,
Chickpea Fritter 1Kg,11,0,NI021,UK Zero Rate,S00-47
Chickpea Fritter 1Kg (Box of 6),0,0,NI021-6,UK Zero Rate,
KASSIDIS Pork Gyros 20Kg,0,0,KAS025,UK Zero Rate,S00-154
Round pie with spinach & feta cheese 2.2kg,0,0,AR001,UK Zero Rate,S00-73
Round pie with spinach & feta cheese 2.2kg (Box of 4),36,0,AR001-4,UK Zero Rate,
PINDOS prebaked chicken gyros 1Kg (Box of 4),48,0,PIND009-4,UK Zero Rate,
Allspice powder 50g (Box of 6),9.6,5.4,AVR017-6,UK Zero Rate,
Allspice whole 50g (Box of 6),9.6,5.4,AVR016-6,UK Zero Rate,
Bay leaves 30g (Box of 6),9.6,5.4,AVR031-6,UK Zero Rate,
Blue paint for Easter eggs 2.5g (Box of 6),13.14,4.5,AVR004-6,UK Zero Rate,
Burger seasoning 50g (Box of 6),18,9,AVR007-6,UK Zero Rate,
Cardamom powder (KAKOULE)10g (Box of 6),11.4,6.6,AVR044-6,UK Zero Rate,
Chamomile 50g (Box of 6),9.6,5.4,AVR041-6,UK Zero Rate,
Chicken seasoning 50g (Box of 6),18,9,AVR006-6,UK Zero Rate,
Chios mastiha drops 10g (Box of 6),23.4,14.4,AVR046-6,UK Zero Rate,
Chios mastiha powder 10g (Box of 6),23.4,14.4,AVR047-6,UK Zero Rate,
Cinnamon powder 50g (Box of 6),13.8,9,AVR043-6,UK Zero Rate,
Cinnamon wood 40g (Box of 6),14.7,9,AVR042-6,UK Zero Rate,
Clove (whole) 20gr (Box of 6),13.74,9.54,AVR074-6,UK Zero Rate,
Clove powder 20gr (Box of 6),13.74,9.54,AVR075-6,UK Zero Rate,
Coriander powder 50g (Box of 6),9.6,5.4,AVR045-6,UK Zero Rate,
Dill 80gr (Box of 6),9.6,5.4,AVR072-6,UK Zero Rate,
Echinacea 50g (Box of 6),25.2,18,AVR033-6,UK Zero Rate,
Eucalyptus leaves 30g (Box of 6),9.6,5.4,AVR020-6,UK Zero Rate,
Fish seasoning 50g  (Box of 6),23.4,9,AVR012-6,UK Zero Rate,
Greek mountain tea 50g (Box of 6),17.4,12,AVR037-6,UK Zero Rate,
Greek oregano 500g (Box of 6),90,66,AVR026-6,UK Zero Rate,
Greek oregano 80g (Box of 6),18.6,0,AVR079-6,UK Zero Rate,
Greek oregano bunch 40g (Box of 6),17.4,11.4,AVR025-6,UK Zero Rate,
Greek salad seasoning 50g (Box of 6),18,9,AVR013-6,UK Zero Rate,
Greek souvlaki seasoning 50g (Box of 6),18,9,AVR010-6,UK Zero Rate,
Green mountain tea 50g (Box of 6),19.2,13.2,AVR038-6,UK Zero Rate,
Green paint for Easter eggs 2.5g (Box of 6),13.14,4.5,AVR002-6,UK Zero Rate,
Hibiscus blossoms 70g (Box of 6),13.8,9,AVR021-6,UK Zero Rate,
Lemon verbena 20g (Box of 6),13.8,9,AVR035-6,UK Zero Rate,
Levander 35g (Box of 6),9.6,5.4,AVR034-6,UK Zero Rate,
Mahlab powder 10g (Box of 6),17.4,10.8,AVR048-6,UK Zero Rate,
Marjoram 60g (Box of 6),9.6,5.4,AVR036-6,UK Zero Rate,
Milk thistle 50g (Box of 6),25.2,18,AVR029-6,UK Zero Rate,
Mint 50g (Box of 6),12.6,7.2,AVR022-6,UK Zero Rate,
Nutmeg powder 14g (Box of 6),13.8,9,AVR015-6,UK Zero Rate,
Nutmeg powder 20g (Box of 6),16.2,11.4,AVR058-6,UK Zero Rate,
PAPRIKA 50gr (Box of 6),12,7.2,AVR063-6,UK Zero Rate,
PAPRIKA sweet 500gr (Box of 6),0,54,AVR062-6,UK Zero Rate,
Red paint for Easter eggs 2.5g (Box of 6),13.14,4.5,AVR001-6,UK Zero Rate,
Rosemary 50g (Box of 6),9.6,5.4,AVR032-6,UK Zero Rate,
Sage 30g (Box of 6),16.2,8.4,AVR039-6,UK Zero Rate,
Schnitzel seasoning 50g (Box of 6),18,9,AVR008-6,UK Zero Rate,
Senna Alexandrina - Synamic 70gr (Box of 6),13.8,9,AVR078-6,UK Zero Rate,
Sesame seeds 80gr (Box of 6),10.8,7.2,AVR073-6,UK Zero Rate,
Spaghetti seasoning 50g (Box of 6),18,9,AVR009-6,UK Zero Rate,
Spearmint 20gr (Box of 6),9.9,6.6,AVR076-6,UK Zero Rate,
Spearmint 500gr (Box of 6),0,54,AVR061-6,UK Zero Rate,
Thyme 20gr (Box of 6),9.9,6.6,AVR077-6,UK Zero Rate,
Thyme 500g (Box of 6),96,0,AVR080-6,UK Zero Rate,
Tzatziki seasoning 50g (Box of 6),18,9,AVR011-6,UK Zero Rate,
Valerian 100g (Box of 6),27,18,AVR028-6,UK Zero Rate,
Vanilla 20g (Box of 6),11.4,6,AVR005-6,UK Zero Rate,
Yellow paint for Easter eggs 2.5g (Box of 6),13.14,4.5,AVR003-6,UK Zero Rate,
Moussaka in ceramic pot 450g (Box of 12),94.8,0,EK001-12,UK Zero Rate,
Bikre gyros pork Ellite 10Kg,0,0,BI114,UK Zero Rate,S00-2
Bikre gyros pork Ellite 30Kg,0,0,BI115,UK Zero Rate,S00-2
Yoghurt Edesma 5kg,11,0,AM003,UK Zero Rate,
MEZE Hummus 1920gr,0,0,ME001,UK Zero Rate,S00-123
Fish roe (Tarama) 1920gr,0,0,ME002,UK Zero Rate,S00-123
Cod roe 3kg,25,0,MAR,UK Zero Rate,S00-50
Cretan fresh mizithra 350g,4.2,0,KA025,UK Zero Rate,S00-8
Cretan graviera cheese with oregano 240g,4.19,0,KA026,UK Zero Rate,S00-8
JUMBO croissant praline 70g,0.9,0,OH012,UK Zero Rate,S00-25
JUMBO croissant praline 70g (Box of 20),17.1,0,OH012-20,UK Zero Rate,
Soy Sauce 250ml,0,0,VAR013,UK Zero Rate,S00-32
Soy Sauce 250ml (Box of 12),0,0,VAR013-12,UK Zero Rate,
Teriyaki Sauce 250ml,0,0,VAR014,UK Zero Rate,S00-32
Teriyaki Sauce 250ml(Box of 12),0,0,VAR014-12,UK Zero Rate,
Sriracha 250ml,0,0,VAR015,UK Zero Rate,S00-32
Sriracha 250ml (Box of 12),0,0,VAR015-12,UK Zero Rate,
Sweet Chilli Sauce 250ml,0,0,VAR016,UK Zero Rate,S00-32
Sweet Chilli Sauce 250ml (Box of 12),0,0,VAR016-12,UK Zero Rate,
Smoke 100ml,0,0,VAR017,UK Zero Rate,S00-32
Smoke 100ml (Box of 12),0,0,VAR017-12,UK Zero Rate,
Mini rusks with cretan cheeses 350g,3.9,0,KRA039,UK Zero Rate,S00-15
Mini rusks with cretan cheeses 350g (Box of 18),57.8,0,KRA039-18,UK Zero Rate,
Mini whole meal wheat rusks 400g,3.7,0,KRA040,UK Zero Rate,S00-15
Mini whole meal wheat rusks 400g (Box of 18),62.9,0,KRA040-18,UK Zero Rate,
Breadstick with Cretan cheeses 250g,3.9,0,KRA041,UK Zero Rate,S00-15
Breadstick with Cretan cheeses 250g (Box of 14),35.1,0,KRA041-14,UK Zero Rate,
Traditional (Mediterranean) mini wheat rusks 350g (Box of 18),57.8,44.1,KRA001-18,UK Zero Rate,
Cretan barley round rusks 600g (Box of 15),57.4,44.1,KRA004-15,UK Zero Rate,
Mini wheat Rusks with sundried tomato 400gr (Box of  18),62.9,48.06,KRA033-18,UK Zero Rate,
Mini barley rusks NO SALT ADDED 350g (Box of 18),57.8,37.8,KRA008-18,UK Zero Rate,
Sesame bar with almonds 60g (Display of 13),16.2,11.7,KRA023-13,UK Zero Rate,
Sesame bar with peanuts (Display of 13),11.88,7.67,KRA032-13,UK Zero Rate,
Sesame bar 60g (Display of 13),11.88,7.67,KRA025-13,UK Zero Rate,
Sesame bar with sunflower seeds 60g (Display of 13),11.88,7.67,KRA026-13,UK Zero Rate,
Bikre prebaked marinated chicken gyros 330g,6.75,0,BI116,UK Zero Rate,S00-2
Bikre prebaked marinated chicken gyros 330g (Box of 12),74.25,0,BI116-12,UK Zero Rate,
Bikre prebaked marinated pork gyros 330g,6.75,0,BI117,UK Zero Rate,S00-2
Bikre prebaked marinated pork gyros 330g (Box of 12),74.25,0,BI117-12,UK Zero Rate,
Feta Cheese PDO 200gr,4.1,0,TZA010,UK Zero Rate,S00-131
Sheep yoghurt 100% (giagia) 400g,3.2,0,PE013,UK Zero Rate,S00-91
Prebaked Pork Gyros 1Kg,0,0,AM005,UK Zero Rate,S00-73
Prebaked Pork Gyros 1Kg (Box of 4),0,0,AM005-4,UK Zero Rate,
Bikre gyros pork Ellite 5Kg,0,0,BI118,UK Zero Rate,S00-2
Prebaked Vegan Gyros 1Kg,0,0,AM006,UK Zero Rate,S00-73
Halloumi Pappouis 9Kg,0,0,MAR022,UK Zero Rate,S00-50
Stifado Onion 2Kg (Box of 6),0,0,AM007,UK Zero Rate,S00-73
County Sausages by Maro 340g,4.6,0,IF117,UK Zero Rate,S00-9
Fish Roe (taramosalata) 2Kg,15.99,0,SAV009,UK Zero Rate,S00-10
Olympus Tsoureki 450g (Box of 15),97.35,0,OLYM001-15,UK Zero Rate,
Olympus Cookies 350g (Box of 10),48.9,0,OLYM011-10,UK Zero Rate,
Olympus Cookies Biscuit 350g (Box of 14),68.46,0,OLYM008-14,UK Zero Rate,
Olympus Cookies Cinammon 350g (Box of 14),68.46,0,OLYM013-14,UK Zero Rate,
Olympus Cookies Grape Molasses (moustokouloura) 350g (Box of 10),49.9,0,OLYM015-10,UK Zero Rate,
Olympus Cookies Halva 350g (Box of 12),58.68,0,OLYM014-12,UK Zero Rate,
Olympus Cookies Lemon 350g (Box of 14),0,0,OLYM012-14,UK Zero Rate,
Olympus Cookies Margarita 350g (Box of 10),0,0,OLYM010-14,UK Zero Rate,
Olympus Cookies Plexouda (Orange) 350g (Box of 14),0,0,OLYM007-14,UK Zero Rate,
Olympus Cookies Tahini 350g (Box of 14),0,0,OLYM027-14,UK Zero Rate,
Olympus Cookies Vanilla (grammoto) 350g (Box of 14),0,0,OLYM009-14,UK Zero Rate,
Olympus Cookies with Sesame 350g (Box of 14),0,0,OLYM016-14,UK Zero Rate,
Olympus Kourabie-Almond Cookies 400g (Box of 8),0,0,OLYM024-8,UK Zero Rate,
Olympus Melomakarona-Cinammon 500g (Box of 8),0,0,OLYM022-8,UK Zero Rate,
Olympus Melomakarona-Cinammon Chocolate 500g (Box of 8),0,0,OLYM023-8,UK Zero Rate,
Olympus Petit Four Cherry 350g (Box of 8),0,0,OLYM017-8,UK Zero Rate,
Olympus Petit Four Chocolate 350g (Box of 8),0,0,OLYM020-8,UK Zero Rate,
Olympus Petit Four Coconut 350g (Box of 8),0,0,OLYM019-8,UK Zero Rate,
Olympus Petit Four Heart 350g (Box of 8),0,0,OLYM021-8,UK Zero Rate,
Olympus Petit Four Praline 350g (Box of 8),0,0,OLYM028-8,UK Zero Rate,
Olympus Petit Four Truffle 350g (Box of 8),0,0,OLYM018-8,UK Zero Rate,
Olympus Tsoureki stuffed with praline chocolate 500g (Box of 15),0,0,OLYM005-15,UK Zero Rate,
Mini Tsoureki 150gr (Box of 30),0,45,PL114-30,UK Zero Rate,
New Year's cake (Vasilopita) 700g (coin inside),10.8,0,PL124,UK Zero Rate,S00-4
Orange pie 12 pieces 3.5Kg appr.,39,0,PL126,UK Zero Rate,S00-4
Chocolate pie 12 pieces 3.5Kg appr.,39,0,PL127,UK Zero Rate,S00-4
New year's cake (Vasilopita) with chocolate 820g (coin inside),14.9,0,PL125,UK Zero Rate,S00-4
"SPITIKI ZYMI traditional pie with feta, olives & peppers Island 900g",6.49,0,ION0090,UK Zero Rate,S00-107
SPITIKI ZYMI traditional wild green pie 900g,6.69,0,ION0089,UK Zero Rate,S00-107
SPITIKI ZYMI fillo pastry 450g,4.1,0,ION0091,UK Zero Rate,S00-107
SPITIKI ZYMI traditional pie with chicken & bacon 900g,6.9,0,ION0093,UK Zero Rate,S00-107
SPITIKI ZYMI plant-based beyond meat with mince pie 400g,6.7,0,ION0094,UK Zero Rate,S00-107
SPITIKI ZYMI puff pastry 700g,4.65,0,ION0095,UK Zero Rate,S00-107
Chicken Schnitzel double crispy 1Kg appr.,9.7,0,BI119,UK Zero Rate,S00-2
Mince (Beef-Pork) 0.5Kg,4.45,0,BI120,UK Zero Rate,S00-2
Pork Schnitzel double crispy 1Kg appr.,9.9,0,BI121,UK Zero Rate,S00-2
Bread Crumbs Xatzis 350g,2.1,0,PL128,UK Zero Rate,S00-4
Tsourekakia multibag (Mini Brioche) Xatzis 320g,3.7,0,PL130,UK Zero Rate,S00-4
Tsoureki (Brioche) Masticha Chiou Xatzis 380g,3.95,0,PL131,UK Zero Rate,S00-4
Croissant Praline Xatzis 150g,2.1,0,PL132,UK Zero Rate,S00-4
Croissant Appricot Xatzis 150g,2.2,0,PL133,UK Zero Rate,S00-4
Croissant Strawberry Xatzis 150g,2.1,0,PL134,UK Zero Rate,S00-4
Tsourekaki (MIni Brioche) Xatzis 80g,1.2,0,PL135,UK Zero Rate,S00-4
Tsourekaki Praline (mini brioche) Xatzis 80g,1.3,0,PL136,UK Zero Rate,S00-4
Tsoureki stuffed with chestnut & covered with white chocolate (Brioche) Zea 700g,12.99,0,PL138,UK Zero Rate,S00-4
Tsoureki stuffed with praline & covered with chocolate (Brioche) Zea 700g,12.99,0,PL139,UK Zero Rate,S00-4
Tsourekaki Vegan (Mini Brioche) Xatzis 80g,1.9,0,PL140,UK Zero Rate,S00-4
Smashing Plates (Box of 35),0,0,PL141,UK Zero Rate,S00-4
Loumidis Papagalos Traditional Greek Coffee 96g,3.3,0,PL143,UK Zero Rate,S00-4
Kourabie-Almond Cokies 4Kg,46.5,0,PL144,UK Zero Rate,S00-4
Melomakarona-Cinammon 4Kg,43.5,0,PL145,UK Zero Rate,S00-4
Baklava 500g,6.9,0,PL146,UK Zero Rate,S00-4
Kataifi 500g,6.9,0,PL147,UK Zero Rate,S00-4
Galaktoboureko 500g,6.9,0,PL148,UK Zero Rate,S00-4
Walnut pie (karidopita) 500g,6.9,0,PL149,UK Zero Rate,S00-4
Revani 500g,6.9,0,PL150,UK Zero Rate,S00-4
Mini rox 500g,6.9,0,PL151,UK Zero Rate,S00-4
Mini tuluba 500g,6.9,0,PL152,UK Zero Rate,S00-4
Baklava 500g (Box of 12),82.8,0,PL146-12,UK Zero Rate,
Kataifi 500g (Box of12),82.8,0,PL147-12,UK Zero Rate,
Galaktoboureko 500g (Box of 12),82.8,0,PL148-12,UK Zero Rate,
Walnut pie (karidopita) 500g (Box of 12),82.8,0,PL149-12,UK Zero Rate,
Revani 500g (Box of 12),82.8,0,PL150-12,UK Zero Rate,
Mini rox 500g (Box of 12),82.8,0,PL151-12,UK Zero Rate,
Mini tuluba 500g (Box of 12),82.8,0,PL152-12,UK Zero Rate,
Woodland Honey with Bio Sage 400g,8.65,0,MELIG001,UK Zero Rate,S00-181
Honey Thyme 400g,8.49,0,MELIG002,UK Zero Rate,S00-181
Honey with oak & chestnut 400g,8.49,0,MELIG003,UK Zero Rate,S00-181
Honey with Lemon & Orange 400g,8.49,0,MELIG004,UK Zero Rate,S00-181
Pure Pine Thyme Honey 1.5Kg,0,0,MELIG005,UK Zero Rate,S00-181
Honey with oak & chestnut 1.5Kg,25,0,MELIG006,UK Zero Rate,S00-181
Bikre gyros pork Ellite 25Kg,0,0,BI122,UK Zero Rate,S00-2
Bikre gyros pork Ellite 40Kg,0,0,BI123,UK Zero Rate,
Equipment,0,0,EQ001,UK Zero Rate,
Sausages traditional with Onion (5 pieces) 500g,6.3,0,TEMP001,UK Zero Rate,S00-183
Sausages with leek (2 pieces) 250g,6.3,0,TEMP002,UK Zero Rate,S00-183
Sausages with leek (5 pieces) 500g,6.3,0,TEMP003,UK Zero Rate,S00-183
Sausages with kefalotiri cheese (7 pieces) 500g,6.3,0,TEMP004,UK Zero Rate,S00-183
Sausages Jumayias (4 pieces) 400g,6.3,0,TEMP005,UK Zero Rate,S00-183
Spicy Sausages (5 pieces) 500g,6.3,0,TEMP006,UK Zero Rate,S00-183
Chicken Sausages (5 pieces) 500g,6.3,0,TEMP007,UK Zero Rate,S00-183
Beef Sausages (5 pieces) 500g,6.8,0,TEMP008,UK Zero Rate,S00-183
Sausages with Oregano (5 pieces) 500g,6.3,0,TEMP009,UK Zero Rate,S00-183
Wined Sausages (5 pieces) 500g,6.3,0,TEMP010,UK Zero Rate,S00-183
Sausages with Orange (5 pieces) 500g,6.3,0,TEMP011,UK Zero Rate,S00-183
Sausages with goat cheese and turmeric (5 pieces) 500g,6.3,0,TEMP012,UK Zero Rate,S00-183
Karamanlidiko Sausages 500g,6.3,0,TEMP013,UK Zero Rate,S00-183
Cannabis Sausages 300g,6.3,0,TEMP014,UK Zero Rate,S00-183
Peperone Sausage (5 pieces) 500g,6.3,0,TEMP015,UK Zero Rate,S00-183
Pork Cannabis Salami 250g,6.3,0,TEMP016,UK Zero Rate,S00-183
Pork Salami 250g,6.3,0,TEMP017,UK Zero Rate,S00-183
TEMPI Pork Souvlaki (Box of 5Kg appr.),0,0,TEMP018,UK Zero Rate,S00-183
TEMPI Sheep Souvlaki (Box of 5Kg appr.),0,0,TEMP019,UK Zero Rate,S00-183
TEMPI Chicken Souvlaki (Box of 5Kg appr.),0,0,TEMP020,UK Zero Rate,S00-183
Prebaked Chicken Gyros 1Kg,0,0,AM008,UK Zero Rate,S00-73
Prebaked Chicken Gyros 1Kg (Box of 4),0,0,AM008-4,UK Zero Rate,
GR•EAT Kourabie-Almond Cookies 400g,6.9,0,GREAT006,UK Zero Rate,
Honey Thyme 400g (Box of 9),0,0,MELIG002-9,UK Zero Rate,
Honey with Lemon & Orange 400g (Box of 9),0,0,MELIG004-9,UK Zero Rate,
Honey with oak & chestnut 1.5Kg (Box of 6),0,0,MELIG006-6,UK Zero Rate,
Honey with oak & chestnut 400g (Box of 9),0,0,MELIG003-9,UK Zero Rate,
Pure Pine Thyme Honey 1.5Kg (Box of 6),0,0,MELIG005-6,UK Zero Rate,
Woodland Honey with Bio Sage 400g (Box of 9),0,0,MELIG001-9,UK Zero Rate,
Olympus Tsoureki with praline (brioche) 500g (Box of 15),81.9,0,OLYM003-15,UK Zero Rate,
Beef Sausages (5 pieces) 500g (Box of 20),129.2,0,TEMP008-20,UK Zero Rate,
Cannabis Sausages 300g (Box of 20),119.7,0,TEMP014-20,UK Zero Rate,
Chicken Sausages (5 pieces) 500g (Box of 20),119.7,0,TEMP007-20,UK Zero Rate,
Karamanlidiko Sausages 500g (Box of 20),119.7,0,TEMP013-20,UK Zero Rate,
Peperone Sausage (5 pieces) 500g (Box of 20),119.7,0,TEMP015-20,UK Zero Rate,
Pork Cannabis Salami 250g (Box of 20),119.7,0,TEMP016-20,UK Zero Rate,
Pork Salami 250g (Box of 20),119.7,0,TEMP017-20,UK Zero Rate,
Sausages Jumayias (4 pieces) 400g (Box of 20),119.7,0,TEMP005-20,UK Zero Rate,
Sausages with goat cheese and turmeric (5 pieces) 500g (Box of 20),119.7,0,TEMP012-20,UK Zero Rate,
Sausages with kefalotiri cheese (7 pieces) 500g (Box of 20),119.7,0,TEMP004-20,UK Zero Rate,
Sausages with leek (2 pieces) 250g (Box of 20),119.7,0,TEMP002-20,UK Zero Rate,
Sausages with leek (5 pieces) 500g (Box of 20),119.7,0,TEMP003-20,UK Zero Rate,
Sausages traditional with Onion (5 pieces) 500g (Box of 20),119.7,0,TEMP001-20,UK Zero Rate,
Sausages with Orange (5 pieces) 500g (Box of 20),119.7,0,TEMP011-20,UK Zero Rate,
Sausages with Oregano (5 pieces) 500g (Box of 20),119.7,0,TEMP009-20,UK Zero Rate,
